,Company,Country,Location,Date,Rocket,Mission
1201,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",16/10/1973,Voskhod,Cosmos 600
1202,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",16/10/1973,Cosmos-2I (63SM),Cosmos 601
1203,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",19/10/1973,Molniya-M /Block L,Molniya-2 nâ Â­36
1204,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",20/10/1973,Voskhod,Cosmos 602
1205,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",27/10/1973,Voskhod,Cosmos 603
1206,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",29/10/1973,Vostok-2M,Cosmos 604
1207,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",30/10/1973,Cosmos-3M (11K65M),Intercosmos-10
1208,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",31/10/1973,Soyuz U,Cosmos 605
1209,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",02/11/1973,Molniya-M /Block 2BL,Cosmos 606
1210,General Dynamics,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",03/11/1973,Atlas-SLV3D Centaur-D1A,Mariner 10
1211,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",10/11/1973,Voskhod,Cosmos 607
1212,Martin Marietta,USA,"SLC-4E, Vandenberg AFB, California, USA",10/11/1973,Titan IIID,"KH-9, SSF-B-24 & SSF-C-4"
1213,RVSN USSR,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",14/11/1973,Molniya-M /Block L,Molniya-1 nâ Â­37
1214,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",16/11/1973,Saturn IB,Skylab 4
1215,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",20/11/1973,Cosmos-2I (63SM),Cosmos 608
1216,RVSN USSR,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",21/11/1973,Voskhod,Cosmos 609
1217,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",27/11/1973,Cosmos-3M (11K65M),Cosmos 610
1218,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",28/11/1973,Cosmos-2I (63SM),Cosmos 611
1219,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",28/11/1973,Voskhod,Cosmos 612
1220,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",30/11/1973,Molniya-M /Block L,Molniya-1 nâ Â­38
1221,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",04/12/1973,Cosmos-3M (11K65M),Cosmos 614
1222,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",13/12/1973,Cosmos-2I (63SM),Cosmos 615
1223,Martin Marietta,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",13/12/1973,Titan III(23)C,DSCS-II 3&4
1224,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",17/12/1973,Soyuz M,Cosmos 616
1225,RVSN USSR,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",18/12/1973,Soyuz,Soyuz 13
1226,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",19/12/1973,Cosmos-3M (11K65M),Cosmos 617 to 624
1227,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",21/12/1973,Voskhod,Cosmos 625
1228,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",25/12/1973,Molniya-M /Block L,Molniya-2 nâ Â­39
1229,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",26/12/1973,Cosmos-3M (11K65M),Oreol-2
1230,RVSN USSR,Kazakhstan,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",27/12/1973,Tsyklon-2,Cosmos 626
1231,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",29/12/1973,Cosmos-3M (11K65M),Cosmos 627
1232,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",17/01/1974,Cosmos-3M (11K65M),Cosmos 628
1233,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",24/01/1974,Voskhod,Cosmos 629
1234,RVSN USSR,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",29/01/1974,Soyuz,Cosmos 613
1235,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",30/01/1974,Voskhod,Cosmos 630
1236,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",06/02/1974,Cosmos-3M (11K65M),Cosmos 631
1237,Martin Marietta,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",11/02/1974,Titan IIIE,Sphinx & Viking-DS
1238,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",12/02/1974,Voskhod,Cosmos 632
1239,US Air Force,USA,"SLC-4W, Vandenberg AFB, California, USA",13/02/1974,Titan III(24)B,OPS 6889
1240,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",27/02/1974,Cosmos-2I (63SM),Cosmos 633
1241,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",05/03/1974,Vostok-2M,Meteor nâ Â­27
1242,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",05/03/1974,Cosmos-2I (63SM),Cosmos 634
1243,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",14/03/1974,Voskhod,Cosmos 635
1244,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20/03/1974,Soyuz U,Cosmos 636
1245,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",23/03/1974,Cosmos-3M (11K65M),Cosmos 641 to 648
1246,RVSN USSR,Kazakhstan,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",26/03/1974,Proton K/Block-DM,Cosmos 637
1247,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",03/04/1974,Soyuz U,Cosmos 638
1248,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",04/04/1974,Voskhod,Cosmos 639
1249,Martin Marietta,USA,"SLC-4E, Vandenberg AFB, California, USA",10/04/1974,Titan IIID,"KH-9, SSF-B-25, IRCB"
1250,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",11/04/1974,Voskhod,Cosmos 640
1251,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",12/04/1974,Voskhod,Zenit-4MK nâ Â­23
1252,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",20/04/1974,Molniya-M /Block ML,Molniya-1 nâ Â­40
1253,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",24/04/1974,Vostok-2M,Meteor nâ Â­28
1254,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",26/04/1974,Molniya-M /Block L,Molniya-2 nâ Â­41
1255,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",29/04/1974,Voskhod,Cosmos 649
1256,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",29/04/1974,Cosmos-3M (11K65M),Cosmos 650
1257,RVSN USSR,Kazakhstan,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",15/05/1974,Tsyklon-2,Cosmos 651
1258,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",15/05/1974,Soyuz U,Cosmos 652
1259,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",15/05/1974,Voskhod,Cosmos 653
1260,RVSN USSR,Kazakhstan,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",17/05/1974,Tsyklon-2,Cosmos 654
1261,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",17/05/1974,Cosmos-3M (11K65M),Intercosmos-11
1262,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",21/05/1974,Cosmos-3M (11K65M),Cosmos 655
1263,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",23/05/1974,Soyuz U,Yantar-2K nâ Â­01
1264,RVSN USSR,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",27/05/1974,Soyuz,Cosmos 656
1265,RVSN USSR,Kazakhstan,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",29/05/1974,Proton K/Block D,Luna-22
1266,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",30/05/1974,Voskhod,Cosmos 657
1267,Martin Marietta,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",30/05/1974,Titan III(23)C,ATS-6
1268,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",06/06/1974,Voskhod,Cosmos 658
1269,US Air Force,USA,"SLC-4W, Vandenberg AFB, California, USA",06/06/1974,Titan III(24)B,OPS 1776
1270,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",13/06/1974,Voskhod,Cosmos 659
1271,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",18/06/1974,Cosmos-3M (11K65M),Cosmos 660
1272,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",21/06/1974,Cosmos-3M (11K65M),Cosmos 661
1273,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",26/06/1974,Cosmos-2I (63SM),Cosmos 662
1274,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",27/06/1974,Cosmos-3M (11K65M),Cosmos 663
1275,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",29/06/1974,Soyuz M,Cosmos 664
1276,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",29/06/1974,Molniya-M /Block 2BL,Cosmos 665
1277,RVSN USSR,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",03/07/1974,Soyuz,Soyuz 14
1278,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",09/07/1974,Vostok-2M,Meteor-Priroda nâ Â­1
1279,RVSN USSR,Russia,"Site 86/1, Kapustin Yar, Russia",11/07/1974,Cosmos-3MRB (65MRB),BOR-3 Shuttle
1280,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",11/07/1974,Cosmos-2I (63SM),DS-P1-You nâ Â­68
1281,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",12/07/1974,Voskhod,Cosmos 666
1282,CASC,China,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",12/07/1974,Feng Bao 1,JSSW-2
1283,General Dynamics,USA,"SLC-3W, Vandenberg AFB, California, USA",14/07/1974,Atlas-E/F PTS,P73-3
1284,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",23/07/1974,Molniya-M /Block L,Molniya-2 nâ Â­42
1285,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",25/07/1974,Voskhod,Cosmos 667
1286,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",25/07/1974,Cosmos-2I (63SM),Cosmos 668
1287,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",26/07/1974,Voskhod,Cosmos 669
1288,RVSN USSR,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",06/08/1974,Soyuz U,Cosmos 670
1289,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",07/08/1974,Voskhod,Cosmos 671
1290,RVSN USSR,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",12/08/1974,Soyuz U,Cosmos 672
1291,US Air Force,USA,"SLC-4W, Vandenberg AFB, California, USA",14/08/1974,Titan III(24)B,OPS 3004
1292,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",16/08/1974,Vostok-2M,Cosmos 673
1293,RVSN USSR,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",28/08/1974,Soyuz,Soyuz 15
1294,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",29/08/1974,Voskhod,Cosmos 674
1295,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",29/08/1974,Cosmos-3M (11K65M),Cosmos 675
1296,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",30/08/1974,Voskhod,Zenit-2M nâ Â­51
1297,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",11/09/1974,Cosmos-3M (11K65M),Cosmos 676
1298,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",19/09/1974,Cosmos-3M (11K65M),Cosmos 677 to 684
1299,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20/09/1974,Voskhod,Cosmos 685
1300,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",26/09/1974,Cosmos-2I (63SM),Cosmos 686
1301,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",11/10/1974,Cosmos-3M (11K65M),Cosmos 687
1302,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",18/10/1974,Voskhod,Cosmos 688
1303,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",18/10/1974,Cosmos-3M (11K65M),Cosmos 689
1304,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",22/10/1974,Soyuz U,Cosmos 690
1305,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",24/10/1974,Molniya-M /Block L,Molniya-1 nâ Â­44
1306,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",25/10/1974,Soyuz U,Cosmos 691
1307,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",28/10/1974,Vostok-2M,Meteor nâ Â­29
1308,Martin Marietta,USA,"SLC-4E, Vandenberg AFB, California, USA",29/10/1974,Titan IIID,"KH-9, S3 & SSF-B-26"
1309,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",31/10/1974,Cosmos-3M (11K65M),Intercosmos-12
1310,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",01/11/1974,Voskhod,Cosmos 692
1311,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",04/11/1974,Soyuz M,Cosmos 693
1312,CASC,China,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",05/11/1974,Long March 2,FSW-0 No.0
1313,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",16/11/1974,Voskhod,Cosmos 694
1314,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",20/11/1974,Cosmos-2I (63SM),Cosmos 695
1315,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",21/11/1974,Molniya-M /Block L,Molniya-3 nâ Â­45
1316,General Dynamics,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",21/11/1974,Atlas-SLV3D Centaur-D1A,Intelsat 4 F8
1317,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",27/11/1974,Voskhod,Cosmos 696
1318,RVSN USSR,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",02/12/1974,Soyuz U,Soyuz 16
1319,Martin Marietta,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",10/12/1974,Titan IIIE,Helios-1
1320,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",13/12/1974,Soyuz U,Cosmos 697
1321,RVSN USSR,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",17/12/1974,Vostok-2M,Meteor nâ Â­30
1322,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",18/12/1974,Cosmos-3M (11K65M),Cosmos 698
1323,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",21/12/1974,Molniya-M /Block L,Molniya-2 nâ Â­46
1324,RVSN USSR,Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",24/12/1974,Tsyklon-2,Cosmos 699
1325,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",26/12/1974,Cosmos-3M (11K65M),Cosmos 700
1326,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",27/12/1974,Voskhod,Cosmos 701
1327,RVSN USSR,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10/01/1975,Soyuz,Soyuz 17
1328,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",17/01/1975,Voskhod,Cosmos 702
1329,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",21/01/1975,Cosmos-2I (63SM),Cosmos 703
1330,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",23/01/1975,Voskhod,Cosmos 704
1331,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",28/01/1975,Cosmos-2I (63SM),Cosmos 705
1332,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",30/01/1975,Molniya-M /Block 2BL,Cosmos 706
1333,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",05/02/1975,Cosmos-3M (11K65M),Cosmos 707
1334,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",06/02/1975,Molniya-M /Block L,Molniya-2 nâ Â­47
1335,CNES,France,"ELD, Guiana Space Centre, French Guiana, France",06/02/1975,Diamant BP4,Starlette
1336,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",12/02/1975,Cosmos-3M (11K65M),Cosmos 708
1337,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",12/02/1975,Voskhod,Cosmos 709
1338,General Dynamics,USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",20/02/1975,Atlas-SLV3D Centaur-D1A,Intelsat 4 F6
1339,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",26/02/1975,Voskhod,Cosmos 710
1340,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",28/02/1975,Cosmos-3M (11K65M),Cosmos 711 to 718
1341,Martin Marietta,USA,"SLC-4W, Vandenberg AFB, California, USA",10/03/1975,Titan III(34)B Agena-D,Jumpseat 4
1342,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",12/03/1975,Voskhod,Cosmos 719
1343,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",21/03/1975,Soyuz U,Cosmos 720
1344,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",26/03/1975,Voskhod,Cosmos 721
1345,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",27/03/1975,Voskhod,Cosmos 722
1346,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",27/03/1975,Cosmos-3M (11K65M),Intercosmos-13
1347,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",01/04/1975,Vostok-2M,Meteor nâ Â­31
1348,RVSN USSR,Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",02/04/1975,Tsyklon-2,Cosmos 723
1349,RVSN USSR,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",05/04/1975,Soyuz,Soyuz 18a (7K-T nâ Â­39)
1350,RVSN USSR,Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",07/04/1975,Tsyklon-2,Cosmos 724
1351,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",08/04/1975,Cosmos-2I (63SM),Cosmos 725
1352,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",11/04/1975,Cosmos-3M (11K65M),Cosmos 726
1353,General Dynamics,USA,"SLC-3W, Vandenberg AFB, California, USA",13/04/1975,Atlas-E/F Star-17A,P72-2
1354,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",14/04/1975,Molniya-M /Block ML,Molniya-3 nâ Â­48
1355,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",16/04/1975,Soyuz U,Cosmos 727
1356,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",18/04/1975,Voskhod,Cosmos 728
1357,US Air Force,USA,"SLC-4W, Vandenberg AFB, California, USA",18/04/1975,Titan III(24)B,OPS 4883
1358,RVSN USSR,Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",19/04/1975,Cosmos-3M (11K65M),Aryabhata
1359,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",22/04/1975,Cosmos-3M (11K65M),Cosmos 729
1360,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",24/04/1975,Voskhod,Cosmos 730
1361,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",29/04/1975,Molniya-M /Block ML,Molniya-1 nâ Â­49
1362,CNES,France,"ELD, Guiana Space Centre, French Guiana, France",17/05/1975,Diamant BP4,Castor & Pollux
1363,Martin Marietta,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",20/05/1975,Titan III(23)C,DSCS-II 5&6
1364,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",21/05/1975,Voskhod,Cosmos 731
1365,General Dynamics,USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",22/05/1975,Atlas-SLV3D Centaur-D1A,Intelsat 4 F1
1366,RVSN USSR,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",24/05/1975,Soyuz,Soyuz 18
1367,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",25/05/1975,Soyuz U,Cosmos 1012
1368,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",28/05/1975,Cosmos-3M (11K65M),Cosmos 732 to 739
1369,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",28/05/1975,Voskhod,Cosmos 740
1370,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",30/05/1975,Voskhod,Cosmos 741
1371,RVSN USSR,Russia,"Site 107/1, Kapustin Yar, Russia",03/06/1975,Cosmos-3M (11K65M),DS-U3 satellite
1372,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",03/06/1975,Voskhod,Cosmos 742
1373,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",05/06/1975,Molniya-M /Block ML,Molniya-1 nâ Â­50 & SRET-2
1374,Martin Marietta,USA,"SLC-4E, Vandenberg AFB, California, USA",08/06/1975,Titan IIID,KH-9 & SSF-C-5
1375,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",12/06/1975,Soyuz U,Cosmos 743
1376,General Dynamics,USA,"LC-13, Cape Canaveral AFS, Florida, USA",18/06/1975,Atlas-SLV3A Agena-D,AFP-827 (Canyon-6)
1377,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",20/06/1975,Vostok-2M,Cosmos 744
1378,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",24/06/1975,Cosmos-2I (63SM),Cosmos 745
1379,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",25/06/1975,Voskhod,Cosmos 746
1380,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",27/06/1975,Voskhod,Cosmos 747
1381,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",03/07/1975,Voskhod,Cosmos 748
1382,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",04/07/1975,Cosmos-3M (11K65M),Cosmos 749
1383,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",08/07/1975,Molniya-M /Block ML,Molniya-2 nâ Â­51
1384,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",11/07/1975,Vostok-2M,Meteor-2 nâ Â­1
1385,RVSN USSR,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",15/07/1975,Soyuz U,Soyuz 19 (Apollo-Soyuz)
1386,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",15/07/1975,Saturn IB,ASTP (Apollo???Soyuz Test Project)
1387,RVSN USSR,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",17/07/1975,Cosmos-2I (63SM),Cosmos 750
1388,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",23/07/1975,Voskhod,Cosmos 751
1389,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",24/07/1975,Cosmos-3M (11K65M),Cosmos 752
1390,CASC,China,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",26/07/1975,Feng Bao 1,JSSW-3
1391,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",31/07/1975,Voskhod,Cosmos 753
1392,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",13/08/1975,Voskhod,Cosmos 754
1393,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",14/08/1975,Cosmos-3M (11K65M),Cosmos 755
1394,Martin Marietta,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",20/08/1975,Titan IIIE,Viking 1
1395,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",22/08/1975,Vostok-2M,Cosmos 756
1396,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",27/08/1975,Voskhod,Cosmos 757
1397,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",02/09/1975,Molniya-M /Block ML,Molniya-1 nâ Â­52
1398,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",05/09/1975,Soyuz U,Cosmos 758
1399,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",09/09/1975,Molniya-M /Block ML,Molniya-2 nâ Â­53
1400,Martin Marietta,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",09/09/1975,Titan IIIE,Viking 2
1401,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",12/09/1975,Soyuz U,Cosmos 759
1402,RVSN USSR,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",16/09/1975,Voskhod,Cosmos 760
1403,RVSN USSR,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",17/09/1975,Cosmos-3M (11K65M),Cosmos 761 to 768
1404,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",18/09/1975,Vostok-2M,Meteor nâ Â­32
1405,RVSN USSR,Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",23/09/1975,Voskhod,Cosmos 769
