,Country,Company,Year,Rocket,MissionStatus,RocketStatus
404,Kazakhstan,RVSN USSR,1965,Vostok-2,Success,Retired
405,USA,NASA,1965,Titan II GLV,Success,Retired
406,Kazakhstan,RVSN USSR,1965,Vostok-2M,Success,Retired
407,Russia,RVSN USSR,1965,Cosmos-2I (63S1),Success,Retired
408,USA,Martin Marietta,1965,Titan IIIC,Partial Failure,Retired
409,Kazakhstan,RVSN USSR,1965,Vostok-2A,Success,Retired
410,Kazakhstan,RVSN USSR,1965,Cosmos-1 (65S3),Success,Retired
411,Russia,RVSN USSR,1965,Cosmos-2I (63S1),Failure,Retired
412,Kazakhstan,RVSN USSR,1966,Vostok-2,Partial Failure,Retired
413,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
414,Kazakhstan,RVSN USSR,1966,Vostok-2,Success,Retired
415,Russia,RVSN USSR,1966,Cosmos-2I (63SM),Success,Retired
416,Kazakhstan,RVSN USSR,1966,Molniya-M /Block L,Success,Retired
417,Kazakhstan,RVSN USSR,1966,Vostok-2,Success,Retired
418,Russia,RVSN USSR,1966,Cosmos-2I (63S1),Success,Retired
419,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
420,France,Armée de l'Air,1966,Diamant A,Success,Retired
421,Kazakhstan,RVSN USSR,1966,Voskhod,Success,Retired
422,Russia,RVSN USSR,1966,Cosmos-2I (63S1),Failure,Retired
423,Kazakhstan,RVSN USSR,1966,Voskhod,Success,Retired
424,USA,NASA,1966,Saturn IB,Success,Retired
425,Kazakhstan,RVSN USSR,1966,Molniya-M /Block L,Partial Failure,Retired
426,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
427,Russia,RVSN USSR,1966,Vostok-2,Success,Retired
428,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
429,Kazakhstan,RVSN USSR,1966,Voskhod,Success,Retired
430,Kazakhstan,RVSN USSR,1966,Proton,Failure,Retired
431,Kazakhstan,RVSN USSR,1966,Molniya,Failure,Retired
432,USA,General Dynamics,1966,Atlas-D OV1,Success,Retired
433,Kazakhstan,RVSN USSR,1966,Molniya-M /Block L,Success,Retired
434,Russia,RVSN USSR,1966,Voskhod,Success,Retired
435,USA,General Dynamics,1966,Atlas-LV3C Centaur-D,Partial Failure,Retired
436,USA,General Dynamics,1966,Atlas-SLV3B Agena-D,Success,Retired
437,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
438,Kazakhstan,RVSN USSR,1966,Vostok-2,Success,Retired
439,Kazakhstan,RVSN USSR,1966,Molniya,Success,Retired
440,Russia,RVSN USSR,1966,Cosmos-2I (63SM),Success,Retired
441,Kazakhstan,RVSN USSR,1966,Vostok-2,Success,Retired
442,Kazakhstan,RVSN USSR,1966,Vostok-2M,Success,Retired
443,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
444,USA,NASA,1966,Titan II GLV,Partial Failure,Retired
445,Russia,RVSN USSR,1966,Voskhod,Failure,Retired
446,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Failure,Retired
447,Russia,RVSN USSR,1966,Cosmos-2I (63SM),Success,Retired
448,USA,General Dynamics,1966,Atlas-LV3C Centaur-D,Success,Retired
449,USA,General Dynamics,1966,Atlas SLV-3,Success,Retired
450,USA,NASA,1966,Titan II GLV,Partial Failure,Retired
451,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
452,USA,General Dynamics,1966,Atlas-SLV3 Agena-B,Success,Retired
453,Kazakhstan,RVSN USSR,1966,Voskhod,Success,Retired
454,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Partial Failure,Retired
455,USA,Martin Marietta,1966,Titan IIIC,Success,Retired
456,Russia,RVSN USSR,1966,Voskhod,Success,Retired
457,Kazakhstan,RVSN USSR,1966,Vostok-2M,Success,Retired
458,USA,NASA,1966,Saturn IB,Success,Retired
459,Kazakhstan,RVSN USSR,1966,Proton,Success,Retired
460,Russia,RVSN USSR,1966,Cosmos-2I (63S1),Success,Retired
461,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
462,USA,General Dynamics,1966,Atlas-D OV1,Partial Failure,Retired
463,Kazakhstan,RVSN USSR,1966,Voskhod,Success,Retired
464,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
465,USA,NASA,1966,Titan II GLV,Success,Retired
466,Kazakhstan,RVSN USSR,1966,Vostok-2A,Success,Retired
467,Kazakhstan,RVSN USSR,1966,Voskhod,Success,Retired
468,USA,US Air Force,1966,Titan IIIB,Success,Retired
469,Kazakhstan,RVSN USSR,1966,Voskhod,Success,Retired
470,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
471,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
472,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
473,Kazakhstan,RVSN USSR,1966,Molniya-M /Block L,Success,Retired
474,USA,NASA,1966,Saturn IB,Success,Retired
475,USA,Martin Marietta,1966,Titan IIIC,Failure,Retired
476,Kazakhstan,RVSN USSR,1966,Voskhod,Success,Retired
477,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
478,USA,NASA,1966,Titan II GLV,Success,Retired
479,Kazakhstan,RVSN USSR,1966,Vostok-2,Failure,Retired
480,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
481,Kazakhstan,RVSN USSR,1966,Tsyklon,Partial Failure,Retired
482,USA,General Dynamics,1966,Atlas-LV3C Centaur-D,Success,Retired
483,Japan,UT,1966,Lambda-IV S,Failure,Retired
484,USA,US Air Force,1966,Titan IIIB,Success,Retired
485,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
486,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
487,Russia,RVSN USSR,1966,Vostok-2,Success,Retired
488,Kazakhstan,RVSN USSR,1966,Molniya,Success,Retired
489,Kazakhstan,RVSN USSR,1966,Voskhod,Success,Retired
490,Kazakhstan,RVSN USSR,1966,Molniya-M /Block L,Success,Retired
491,USA,General Dynamics,1966,Atlas-LV3C Centaur-D,Success,Retired
492,Kazakhstan,RVSN USSR,1966,Tsyklon,Partial Failure,Retired
493,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
494,USA,Martin Marietta,1966,Titan IIIC,Success,Retired
495,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
496,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
497,USA,NASA,1966,Titan II GLV,Success,Retired
498,Russia,RVSN USSR,1966,Voskhod,Success,Retired
499,Kazakhstan,RVSN USSR,1966,Cosmos-3 (11K65),Failure,Retired
500,Kazakhstan,RVSN USSR,1966,Vostok-2,Success,Retired
501,Kazakhstan,RVSN USSR,1966,Soyuz,Success,Retired
502,Kazakhstan,RVSN USSR,1966,Voskhod,Success,Retired
503,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
504,USA,General Dynamics,1966,Atlas-SLV3 Agena-D,Success,Retired
505,USA,General Dynamics,1966,Atlas-D OV1,Success,Retired
506,Russia,RVSN USSR,1966,Cosmos-2I (63SM),Success,Retired
507,Kazakhstan,RVSN USSR,1966,Soyuz,Prelaunch Failure,Retired
508,USA,US Air Force,1966,Titan IIIB,Success,Retired
509,Russia,RVSN USSR,1966,Vostok-2,Success,Retired
510,Japan,UT,1966,Lambda-IV S,Failure,Retired
511,Kazakhstan,RVSN USSR,1966,Molniya-M /Block L,Success,Retired
512,Russia,RVSN USSR,1966,Cosmos-2I (63S1),Success,Retired
513,USA,Martin Marietta,1967,Titan IIIC,Success,Retired
514,Russia,RVSN USSR,1967,Vostok-2,Success,Retired
515,Kazakhstan,RVSN USSR,1967,Tsyklon,Success,Retired
516,USA,NASA,1967,Saturn IB,Failure,Retired
517,USA,General Dynamics,1967,Atlas-SLV3 Agena-D,Success,Retired
518,USA,General Dynamics,1967,Atlas-SLV3 Agena-D,Success,Retired
519,Kazakhstan,RVSN USSR,1967,Soyuz,Success,Retired
520,France,Armée de l'Air,1967,Diamant A,Partial Failure,Retired
521,Russia,RVSN USSR,1967,Voskhod,Success,Retired
522,Russia,RVSN USSR,1967,Cosmos-2I (63SM),Success,Retired
523,France,Armée de l'Air,1967,Diamant A,Success,Retired
524,USA,US Air Force,1967,Titan IIIB,Success,Retired
525,Kazakhstan,RVSN USSR,1967,Vostok-2,Partial Failure,Retired
526,Russia,RVSN USSR,1967,Vostok-2M,Success,Retired
527,Russia,RVSN USSR,1967,Cosmos-2I (63SM),Success,Retired
528,Kazakhstan,RVSN USSR,1967,Proton K/Block D,Success,Retired
529,Russia,RVSN USSR,1967,Vostok-2,Success,Retired
530,Russia,RVSN USSR,1967,Cosmos-2I (63SM),Success,Retired
531,Russia,RVSN USSR,1967,Cosmos-2I (63SM),Success,Retired
532,Russia,RVSN USSR,1967,Voskhod,Success,Retired
533,Kazakhstan,RVSN USSR,1967,Tsyklon,Failure,Retired
534,Kazakhstan,RVSN USSR,1967,Cosmos-3 (11K65),Success,Retired
535,Russia,RVSN USSR,1967,Cosmos-2I (63SM),Success,Retired
536,Japan,UT,1967,Lambda-IV S,Failure,Retired
537,Russia,RVSN USSR,1967,Vostok-2,Success,Retired
538,USA,General Dynamics,1967,Atlas-SLV3 Agena-D,Partial Failure,Retired
539,Kazakhstan,RVSN USSR,1967,Proton K/Block D,Partial Failure,Retired
540,Kazakhstan,RVSN USSR,1967,Voskhod,Success,Retired
541,USA,General Dynamics,1967,Atlas-LV3C Centaur-D,Success,Retired
542,Kazakhstan,RVSN USSR,1967,Soyuz,Success,Retired
543,Kenya,ASI,1967,Scout B,Success,Retired
544,USA,US Air Force,1967,Titan IIIB,Failure,Retired
545,Russia,RVSN USSR,1967,Vostok-2M,Success,Retired
546,USA,Martin Marietta,1967,Titan IIIC,Success,Retired
547,USA,General Dynamics,1967,Atlas-SLV3 Agena-D,Success,Retired
548,Kazakhstan,RVSN USSR,1967,Vostok-2,Success,Retired
549,Russia,RVSN USSR,1967,Cosmos-3M (11K65M),Success,Retired
550,Kazakhstan,RVSN USSR,1967,Molniya-M /Block L,Partial Failure,Retired
551,Kazakhstan,RVSN USSR,1967,Tsyklon,Success,Retired
552,Russia,RVSN USSR,1967,Voskhod,Success,Retired
553,USA,General Dynamics,1967,Atlas-SLV3 Agena-D,Success,Retired
554,Kazakhstan,RVSN USSR,1967,Molniya,Success,Retired
555,Kazakhstan,RVSN USSR,1967,Voskhod,Success,Retired
556,USA,General Dynamics,1967,Atlas-SLV3 Agena-D,Success,Retired
557,Russia,RVSN USSR,1967,Cosmos-2I (63SM),Success,Retired
558,Russia,RVSN USSR,1967,Voskhod,Success,Retired
559,Kazakhstan,RVSN USSR,1967,Molniya-M /Block VL,Success,Retired
560,Russia,RVSN USSR,1967,Cosmos-2I (63SM),Success,Retired
561,USA,General Dynamics,1967,Atlas-SLV3 Agena-D,Success,Retired
562,Russia,RVSN USSR,1967,Cosmos-2I (63SM),Success,Retired
563,Kazakhstan,RVSN USSR,1967,Molniya-M /Block VL,Partial Failure,Retired
564,Russia,RVSN USSR,1967,Voskhod,Failure,Retired
565,USA,US Air Force,1967,Titan IIIB,Partial Failure,Retired
566,Russia,RVSN USSR,1967,Cosmos-3M (11K65M),Failure,Retired
567,USA,Martin Marietta,1967,Titan IIIC,Success,Retired
568,Kazakhstan,RVSN USSR,1967,Voskhod,Success,Retired
569,USA,General Dynamics,1967,Atlas-LV3C Centaur-D,Success,Retired
570,Kazakhstan,RVSN USSR,1967,Tsyklon,Success,Retired
571,Kazakhstan,RVSN USSR,1967,Voskhod,Failure,Retired
572,USA,General Dynamics,1967,Atlas-D OV1,Partial Failure,Retired
573,Kazakhstan,RVSN USSR,1967,Tsyklon,Success,Retired
574,USA,General Dynamics,1967,Atlas-SLV3 Agena-D,Success,Retired
575,Kazakhstan,RVSN USSR,1967,Tsyklon,Success,Retired
576,Kazakhstan,RVSN USSR,1967,Voskhod,Success,Retired
577,USA,US Air Force,1967,Titan IIIB,Success,Retired
578,Russia,RVSN USSR,1967,Cosmos-2I (63SM),Success,Retired
579,Kazakhstan,RVSN USSR,1967,Molniya,Success,Retired
580,Russia,RVSN USSR,1967,Voskhod,Failure,Retired
581,USA,General Dynamics,1967,Atlas-SLV3C Centaur-D,Success,Retired
582,Russia,RVSN USSR,1967,Voskhod,Success,Retired
583,Russia,RVSN USSR,1967,Cosmos-2I (63SM),Success,Retired
584,Kazakhstan,RVSN USSR,1967,Voskhod,Success,Retired
585,Kazakhstan,RVSN USSR,1967,Tsyklon,Success,Retired
586,USA,US Air Force,1967,Titan IIIB,Success,Retired
587,Kazakhstan,RVSN USSR,1967,Tsyklon,Success,Retired
588,Russia,RVSN USSR,1967,Voskhod,Success,Retired
589,Russia,RVSN USSR,1967,Cosmos-3M (11K65M),Failure,Retired
590,Kazakhstan,RVSN USSR,1967,Proton K/Block D,Failure,Retired
591,Kazakhstan,RVSN USSR,1967,Molniya,Success,Retired
592,Russia,RVSN USSR,1967,Voskhod,Success,Retired
593,Kazakhstan,OKB-586,1967,Cosmos-3 (11K65),Success,Retired
594,Kazakhstan,RVSN USSR,1967,Voskhod,Success,Retired
595,Kazakhstan,RVSN USSR,1967,Tsyklon,Success,Retired
596,Kazakhstan,RVSN USSR,1967,Molniya,Success,Retired
597,Russia,RVSN USSR,1967,Vostok-2M,Success,Retired
598,USA,US Air Force,1967,Titan IIIB,Success,Retired
599,Kazakhstan,RVSN USSR,1967,Tsyklon-2A,Success,Retired
600,Kazakhstan,RVSN USSR,1967,Soyuz,Success,Retired
601,Kazakhstan,RVSN USSR,1967,Tsyklon,Success,Retired
602,Kazakhstan,RVSN USSR,1967,Soyuz,Success,Retired
603,Russia,RVSN USSR,1967,Cosmos-3M (11K65M),Success,Retired
604,Russia,RVSN USSR,1967,Voskhod,Success,Retired
605,USA,General Dynamics,1967,Atlas-SLV3 Agena-D,Success,Retired
606,USA,General Dynamics,1967,Atlas-SLV3C Centaur-D,Success,Retired
607,USA,NASA,1967,Saturn V,Success,Retired
608,Russia,RVSN USSR,1967,Cosmos-2I (63SM),Success,Retired
609,Kazakhstan,RVSN USSR,1967,Proton K/Block D,Failure,Retired
610,Russia,RVSN USSR,1967,Cosmos-3M (11K65M),Success,Retired
611,Russia,RVSN USSR,1967,Voskhod,Success,Retired
612,Australia,AMBA,1967,Redstone Sparta,Success,Retired
613,Russia,RVSN USSR,1967,Voskhod,Success,Retired
614,USA,US Air Force,1967,Titan IIIB,Success,Retired
615,Russia,RVSN USSR,1967,Voskhod,Success,Retired
616,Russia,RVSN USSR,1967,Cosmos-2I (63S1),Success,Retired
617,Russia,RVSN USSR,1967,Cosmos-2I (63SM),Success,Retired
618,Kazakhstan,RVSN USSR,1967,Tsyklon-2A,Success,Retired
619,USA,General Dynamics,1968,Atlas-SLV3C Centaur-D,Success,Retired
620,Russia,RVSN USSR,1968,Voskhod,Success,Retired
621,USA,US Air Force,1968,Titan IIIB,Success,Retired
622,Russia,RVSN USSR,1968,Cosmos-3M (11K65M),Success,Retired
623,USA,NASA,1968,Saturn IB,Success,Retired
624,Kazakhstan,RVSN USSR,1968,Voskhod,Success,Retired
625,Kazakhstan,RVSN USSR,1968,Molniya-M /Block L,Failure,Retired
626,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
627,Russia,RVSN USSR,1968,Cosmos-3M (11K65M),Success,Retired
628,Kazakhstan,RVSN USSR,1968,Proton K/Block D,Partial Failure,Retired
629,USA,General Dynamics,1968,Atlas-SLV3A Agena-D,Success,Retired
630,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
631,Russia,RVSN USSR,1968,Voskhod,Success,Retired
632,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Failure,Retired
633,USA,US Air Force,1968,Titan IIIB,Success,Retired
634,Russia,RVSN USSR,1968,Vostok-2M,Success,Retired
635,Russia,RVSN USSR,1968,Voskhod,Success,Retired
636,Kazakhstan,RVSN USSR,1968,Voskhod,Success,Retired
637,Kazakhstan,RVSN USSR,1968,Tsyklon-2A,Success,Retired
638,Kazakhstan,OKB-586,1968,Cosmos-3 (11K65),Success,Retired
639,Russia,RVSN USSR,1968,Voskhod,Success,Retired
640,USA,NASA,1968,Saturn V,Partial Failure,Retired
641,USA,General Dynamics,1968,Atlas-E/F OV1,Success,Retired
642,Kazakhstan,RVSN USSR,1968,Molniya-M /Block L,Success,Retired
643,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
644,Kazakhstan,RVSN USSR,1968,Soyuz,Success,Retired
645,Kazakhstan,RVSN USSR,1968,Soyuz,Success,Retired
646,USA,US Air Force,1968,Titan IIIB,Success,Retired
647,Russia,RVSN USSR,1968,Voskhod,Success,Retired
648,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
649,Kazakhstan,RVSN USSR,1968,Voskhod,Success,Retired
650,Kazakhstan,RVSN USSR,1968,Molniya-M /Block L,Success,Retired
651,Kazakhstan,RVSN USSR,1968,Proton K/Block D,Failure,Retired
652,Kazakhstan,RVSN USSR,1968,Tsyklon-2A,Partial Failure,Retired
653,Kazakhstan,RVSN USSR,1968,Tsyklon,Success,Retired
654,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
655,Russia,RVSN USSR,1968,Cosmos-3M (11K65M),Success,Retired
656,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
657,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
658,Russia,RVSN USSR,1968,Voskhod,Success,Retired
659,Kazakhstan,RVSN USSR,1968,Voskhod,Success,Retired
660,Russia,RVSN USSR,1968,Cosmos-3M (11K65M),Failure,Retired
661,USA,US Air Force,1968,Titan IIIB,Success,Retired
662,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
663,Russia,RVSN USSR,1968,Vostok-2M,Success,Retired
664,USA,Martin Marietta,1968,Titan IIIC,Success,Retired
665,Kazakhstan,RVSN USSR,1968,Cosmos-3 (11K65),Failure,Retired
666,Kazakhstan,RVSN USSR,1968,Voskhod,Success,Retired
667,Kazakhstan,RVSN USSR,1968,Voskhod,Success,Retired
668,Russia,RVSN USSR,1968,Voskhod,Success,Retired
669,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
670,Kazakhstan,RVSN USSR,1968,Molniya-M /Block L,Success,Retired
671,Kazakhstan,RVSN USSR,1968,Voskhod,Success,Retired
672,USA,General Dynamics,1968,Atlas-E/F OV1,Success,Retired
673,Russia,RVSN USSR,1968,Voskhod,Success,Retired
674,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
675,Kazakhstan,RVSN USSR,1968,Voskhod,Success,Retired
676,USA,General Dynamics,1968,Atlas-SLV3A Agena-D,Success,Retired
677,USA,US Air Force,1968,Titan IIIB,Success,Retired
678,USA,US Air Force,1968,Titan IIIB,Success,Retired
679,Kazakhstan,RVSN USSR,1968,Voskhod,Success,Retired
680,USA,General Dynamics,1968,Atlas-SLV3C Centaur-D,Partial Failure,Retired
681,USA,General Dynamics,1968,Atlas-SLV3 Burner-2,Failure,Retired
682,Kazakhstan,RVSN USSR,1968,Cosmos-3 (11K65),Success,Retired
683,Russia,RVSN USSR,1968,Voskhod,Success,Retired
684,Kazakhstan,RVSN USSR,1968,Soyuz,Success,Retired
685,Kazakhstan,RVSN USSR,1968,Voskhod,Success,Retired
686,Kazakhstan,RVSN USSR,1968,Voskhod,Success,Retired
687,Kazakhstan,RVSN USSR,1968,Proton K/Block D,Success,Retired
688,Russia,RVSN USSR,1968,Voskhod,Success,Retired
689,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
690,Kazakhstan,RVSN USSR,1968,Voskhod,Success,Retired
691,USA,Martin Marietta,1968,Titan IIIC,Success,Retired
692,Kazakhstan,RVSN USSR,1968,Tsyklon,Success,Retired
693,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
694,Kazakhstan,RVSN USSR,1968,Molniya-M /Block L,Success,Retired
695,Russia,RVSN USSR,1968,Voskhod,Partial Failure,Retired
696,Russia,RVSN USSR,1968,Voskhod,Success,Retired
697,USA,NASA,1968,Saturn IB,Success,Retired
698,Kazakhstan,RVSN USSR,1968,Tsyklon-2A,Success,Retired
699,Kazakhstan,RVSN USSR,1968,Tsyklon-2A,Success,Retired
700,Kazakhstan,RVSN USSR,1968,Soyuz,Success,Retired
701,Kazakhstan,RVSN USSR,1968,Soyuz,Success,Retired
702,Russia,RVSN USSR,1968,Cosmos-3M (11K65M),Success,Retired
703,Kazakhstan,RVSN USSR,1968,Voskhod,Success,Retired
704,Kazakhstan,RVSN USSR,1968,Tsyklon-2A,Success,Retired
705,USA,US Air Force,1968,Titan IIIB,Success,Retired
706,Kazakhstan,RVSN USSR,1968,Proton K/Block D,Success,Retired
707,Russia,RVSN USSR,1968,Voskhod,Success,Retired
708,Kazakhstan,RVSN USSR,1968,Proton K,Success,Retired
709,Russia,RVSN USSR,1968,Voskhod,Success,Retired
710,Australia,CECLES,1968,Europa 1,Success,Retired
711,Russia,RVSN USSR,1968,Voskhod,Success,Retired
712,Russia,RVSN USSR,1968,Cosmos-3M (11K65M),Success,Retired
713,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
714,USA,US Air Force,1968,Titan IIIB,Success,Retired
715,USA,General Dynamics,1968,Atlas-SLV3C Centaur-D,Success,Retired
716,Kazakhstan,RVSN USSR,1968,Voskhod,Success,Retired
717,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
718,Kazakhstan,RVSN USSR,1968,Molniya-M /Block L,Success,Retired
719,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
720,USA,NASA,1968,Saturn V,Success,Retired
721,Russia,RVSN USSR,1968,Cosmos-2I (63SM),Success,Retired
722,Kazakhstan,RVSN USSR,1969,Molniya-M /Block VL,Success,Retired
723,Kazakhstan,RVSN USSR,1969,Molniya-M /Block VL,Success,Retired
724,Russia,RVSN USSR,1969,Voskhod,Success,Retired
725,Kazakhstan,RVSN USSR,1969,Soyuz,Success,Retired
726,Kazakhstan,RVSN USSR,1969,Soyuz,Success,Retired
727,Kazakhstan,RVSN USSR,1969,Proton K/Block D,Failure,Retired
728,USA,US Air Force,1969,Titan IIIB,Success,Retired
729,Kazakhstan,RVSN USSR,1969,Voskhod,Success,Retired
730,Kazakhstan,RVSN USSR,1969,Tsyklon-2A,Failure,Retired
731,Russia,RVSN USSR,1969,Vostok-2M,Failure,Retired
732,Russia,RVSN USSR,1969,Cosmos-2I (63SM),Success,Retired
733,USA,Martin Marietta,1969,Titan IIIC,Success,Retired
734,Kazakhstan,RVSN USSR,1969,Proton K/Block D,Failure,Retired
735,Kazakhstan,RVSN USSR,1969,N1-L3,Failure,Retired
736,USA,General Dynamics,1969,Atlas-SLV3C Centaur-D,Success,Retired
737,Russia,RVSN USSR,1969,Voskhod,Success,Retired
738,Kazakhstan,RVSN USSR,1969,Voskhod,Success,Retired
739,USA,NASA,1969,Saturn V,Success,Retired
740,USA,US Air Force,1969,Titan IIIB,Success,Retired
741,Russia,RVSN USSR,1969,Cosmos-2I (63SM),Success,Retired
742,Russia,RVSN USSR,1969,Cosmos-3M (11K65M),Success,Retired
743,Russia,RVSN USSR,1969,Voskhod,Success,Retired
744,Russia,RVSN USSR,1969,Voskhod,Success,Retired
745,Russia,RVSN USSR,1969,Cosmos-3M (11K65M),Success,Retired
746,USA,General Dynamics,1969,Atlas-E/F OV1,Success,Retired
747,Russia,RVSN USSR,1969,Voskhod,Success,Retired
748,Kazakhstan,RVSN USSR,1969,Voskhod,Success,Retired
749,Russia,RVSN USSR,1969,Vostok-2M,Failure,Retired
750,Kazakhstan,RVSN USSR,1969,Proton K/Block D,Failure,Retired
751,USA,General Dynamics,1969,Atlas-SLV3C Centaur-D,Success,Retired
752,Russia,RVSN USSR,1969,Cosmos-2I (63SM),Success,Retired
753,Kazakhstan,RVSN USSR,1969,Proton K/Block D,Failure,Retired
754,Russia,RVSN USSR,1969,Voskhod,Success,Retired
755,Russia,RVSN USSR,1969,Cosmos-2I (63SM),Success,Retired
756,Russia,RVSN USSR,1969,Voskhod,Success,Retired
757,Kazakhstan,RVSN USSR,1969,Molniya-M /Block L,Success,Retired
758,USA,General Dynamics,1969,Atlas-SLV3A Agena-D,Success,Retired
759,Kazakhstan,RVSN USSR,1969,Voskhod,Success,Retired
760,USA,US Air Force,1969,Titan IIIB,Success,Retired
761,Kazakhstan,RVSN USSR,1969,Voskhod,Success,Retired
762,Russia,RVSN USSR,1969,Voskhod,Partial Failure,Retired
763,USA,NASA,1969,Saturn V,Success,Retired
764,Russia,RVSN USSR,1969,Voskhod,Success,Retired
765,USA,Martin Marietta,1969,Titan IIIC,Success,Retired
766,Russia,RVSN USSR,1969,Cosmos-2I (63SM),Success,Retired
767,Kazakhstan,RVSN USSR,1969,Voskhod,Success,Retired
768,Russia,RVSN USSR,1969,Cosmos-2I (63SM),Success,Retired
769,USA,US Air Force,1969,Titan IIIB,Success,Retired
770,Russia,RVSN USSR,1969,Cosmos-3MRB (65MRB),Success,Retired
771,Kazakhstan,RVSN USSR,1969,Proton K/Block D,Failure,Retired
772,Russia,RVSN USSR,1969,Voskhod,Success,Retired
773,Kazakhstan,RVSN USSR,1969,Voskhod,Success,Retired
774,Kazakhstan,RVSN USSR,1969,Voskhod,Success,Retired
775,Australia,CECLES,1969,Europa 1,Failure,Retired
776,Kazakhstan,RVSN USSR,1969,N1-L3,Failure,Retired
777,Russia,RVSN USSR,1969,Voskhod,Success,Retired
778,USA,NASA,1969,Saturn V,Success,Retired
779,Russia,RVSN USSR,1969,Voskhod,Success,Retired
780,Kazakhstan,RVSN USSR,1969,Molniya-M /Block L,Success,Retired
781,Russia,RVSN USSR,1969,Cosmos-2I (63SM),Failure,Retired
782,Kazakhstan,RVSN USSR,1969,Tsyklon-2,Success,Retired
783,Kazakhstan,RVSN USSR,1969,Proton K/Block D,Success,Retired
784,USA,General Dynamics,1969,Atlas-SLV3C Centaur-D,Success,Retired
785,Russia,RVSN USSR,1969,Cosmos-3M (11K65M),Success,Retired
786,Kazakhstan,RVSN USSR,1969,Voskhod,Success,Retired
787,Russia,RVSN USSR,1969,Voskhod,Success,Retired
788,Russia,RVSN USSR,1969,Cosmos-2I (63SM),Success,Retired
