Country,Active,Retired,TotalCompaniesPerCountry,Company,Year,Rocket,MissionStatus,RocketStatus,Location,Date,Mission,SuccessfulLaunches,UnsuccessfulLaunches,SuccessToFailureRatio,SuccesfullLaunches,UnsuccessfullLaunches,TotalLaunches
USA,,,,NASA,,Mercury-Redstone,,,"LC-5, Cape Canaveral AFS, Florida, USA",05/05/1961,Freedom 7 (MR-3),,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",08/06/1961,Discoverer 24,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",16/06/1961,Discoverer 25,,,,,,
USA,,,,US Air Force,,Thor-DM21 Ablestar,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",29/06/1961,"Transit 4A, Injun 1 & GRAB-3",,,,,,
USA,,,,NASA,,Scout X-1,,,"LA-3, Wallops Flight Facility, Virginia, USA",30/06/1961,Explorer (S-55),,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",07/07/1961,Discoverer 26,,,,,,
USA,,,,US Air Force,,Thor DM-19 Delta,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",12/07/1961,TIROS-3,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3E, Vandenberg AFB, California, USA",12/07/1961,Midas 3,,,,,,
USA,,,,NASA,,Mercury-Redstone,,,"LC-5, Cape Canaveral AFS, Florida, USA",21/07/1961,Liberty Bell 7 (MR-4),,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",21/07/1961,Discoverer 27,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",04/08/1961,Discoverer 28,,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",06/08/1961,Vostok 2,,,,,,
USA,,,,US Air Force,,Thor DM-19 Delta,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",16/08/1961,Explorer 12,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"LC-12, Cape Canaveral AFS, Florida, USA",23/08/1961,Ranger 1,,,,,,
USA,,,,NASA,,Scout X-1,,,"LA-3, Wallops Flight Facility, Virginia, USA",25/08/1961,Explorer 13,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",30/08/1961,Discoverer 29,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3W, Vandenberg AFB, California, USA",09/09/1961,Samos 3,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",12/09/1961,Discoverer 30,,,,,,
USA,,,,NASA,,Atlas-D Mercury,,,"LC-14, Cape Canaveral AFS, Florida, USA",13/09/1961,Mercury-Atlas 4 (MA-4),,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",17/09/1961,Discoverer 31,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",13/10/1961,Discoverer 32,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3E, Vandenberg AFB, California, USA",21/10/1961,Midas 4,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",23/10/1961,Discoverer 33,,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",27/10/1961,DS-1 1,,,,,,
USA,,,,NASA,,Blue Scout II,,,"LC-18B, Cape Canaveral AFS, Florida, USA",01/11/1961,Mercury-Scout 1 (MS-1),,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",05/11/1961,Discoverer 34,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",15/11/1961,Discoverer 35,,,,,,
USA,,,,US Air Force,,Thor-DM21 Ablestar,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",15/11/1961,Transit 4B & TRAAC,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"LC-12, Cape Canaveral AFS, Florida, USA",18/11/1961,Ranger 2,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3W, Vandenberg AFB, California, USA",22/11/1961,Samos 4,,,,,,
USA,,,,NASA,,Atlas-D Mercury,,,"LC-14, Cape Canaveral AFS, Florida, USA",29/11/1961,Mercury-Atlas 5 (MA-5),,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",11/12/1961,Zenit-2 nâ Â­1,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",12/12/1961,Discoverer 36 & Oscar 1,,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",21/12/1961,DS-1 2,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3E, Vandenberg AFB, California, USA",22/12/1961,Samos 5,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",13/01/1962,Discoverer 37,,,,,,
USA,,,,US Air Force,,Thor-DM21 Ablestar,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",24/01/1962,LOFTI-2A & Others,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"LC-12, Cape Canaveral AFS, Florida, USA",26/01/1962,Ranger 3,,,,,,
USA,,,,US Air Force,,Thor DM-19 Delta,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",08/02/1962,TIROS-4,,,,,,
USA,,,,NASA,,Atlas-D Mercury,,,"LC-14, Cape Canaveral AFS, Florida, USA",20/02/1962,Friendship 7 (MA-6),,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",21/02/1962,FTV 2301,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",27/02/1962,Discoverer 38,,,,,,
USA,,,,US Air Force,,Thor DM-19 Delta,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",07/03/1962,OSO-1,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3E, Vandenberg AFB, California, USA",07/03/1962,Samos 6,,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",16/03/1962,Cosmos 1,,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",06/04/1962,Cosmos 2,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3E, Vandenberg AFB, California, USA",09/04/1962,Midas 5,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",18/04/1962,Discoverer 39,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"LC-12, Cape Canaveral AFS, Florida, USA",23/04/1962,Ranger 4,,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",24/04/1962,Cosmos 3,,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",26/04/1962,Cosmos 4,,,,,,
USA,,,,NASA,,Scout X-2,,,"LA-3, Wallops Flight Facility, Virginia, USA",26/04/1962,Solrad 4B,,,,,,
USA,,,,US Air Force,,Thor DM-19 Delta,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",26/04/1962,Ariel 1,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3W, Vandenberg AFB, California, USA",26/04/1962,Samos 7,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",29/04/1962,FTV 1125,,,,,,
USA,,,,General Dynamics,,Atlas-LV3C Centaur-A,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",08/05/1962,AC-1 (Test Vehicle),,,,,,
USA,,,,US Air Force,,Thor-DM21 Ablestar,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",10/05/1962,ANNA 1A,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",15/05/1962,FTV 1126,,,,,,
USA,,,,NASA,,Atlas-D Mercury,,,"LC-14, Cape Canaveral AFS, Florida, USA",24/05/1962,Aurora 7 (MA-7),,,,,,
USA,,,,US Air Force,,Scout X-2M,,,"SLC-5, Vandenberg AFB, California, USA",24/05/1962,DSAP-1 F1 (Program 35),,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",28/05/1962,Cosmos 5,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",30/05/1962,FTV 1128,,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok-2,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",01/06/1962,Zenit-2 nâ Â­3,,,,,,
USA,,,,US Air Force,,Thor-DM18 Agena-A,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",02/06/1962,FTV 1127 & Oscar 2,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3W, Vandenberg AFB, California, USA",17/06/1962,Samos 8,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",18/06/1962,FTV 2312,,,,,,
USA,,,,US Air Force,,Thor DM-19 Delta,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",19/06/1962,TIROS-5,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",23/06/1962,FTV 1129,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-D,,,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",28/06/1962,FTV 1151,,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",30/06/1962,Cosmos 6,,,,,,
USA,,,,US Air Force,,Thor DM-19 Delta,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",10/07/1962,Telstar 1,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3W, Vandenberg AFB, California, USA",18/07/1962,Samos 9,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",21/07/1962,FTV 1130,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"LC-12, Cape Canaveral AFS, Florida, USA",22/07/1962,Mariner 1,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",28/07/1962,FTV 1131,,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok-2,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",28/07/1962,Cosmos 7,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-D,,,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",02/08/1962,FTV 1152,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3W, Vandenberg AFB, California, USA",05/08/1962,Samos 10,,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",11/08/1962,Vostok 3,,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",12/08/1962,Vostok 4,,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",18/08/1962,Cosmos 8,,,,,,
USA,,,,US Air Force,,Scout X-2M,,,"SLC-5, Vandenberg AFB, California, USA",23/08/1962,DSAP-1 F2 (Program 35),,,,,,
Kazakhstan,,,,RVSN USSR,,Molniya,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",25/08/1962,2MV-1 nâ Â­1 (Venera 2),,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"LC-12, Cape Canaveral AFS, Florida, USA",27/08/1962,Mariner 2,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-D,,,"SLC-2W, Vandenberg AFB, California, USA",29/08/1962,FTV 1153,,,,,,
Kazakhstan,,,,RVSN USSR,,Molniya,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",01/09/1962,2MV-1 nâ Â­2 (Venera 2),,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",01/09/1962,FTV 1132,,,,,,
Kazakhstan,,,,RVSN USSR,,Molniya,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",12/09/1962,2MV-2 nâ Â­1 (Venera 2),,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",17/09/1962,FTV 1133 & ERS-2,,,,,,
USA,,,,US Air Force,,Thor DM-19 Delta,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",18/09/1962,TIROS-6,,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok-2,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",27/09/1962,Cosmos 9,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",29/09/1962,Alouette 1 & TAVE,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-D,,,"SLC-2W, Vandenberg AFB, California, USA",29/09/1962,FTV 1154,,,,,,
USA,,,,US Air Force,,Delta A,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",02/10/1962,Explorer 14,,,,,,
USA,,,,NASA,,Atlas-D Mercury,,,"LC-14, Cape Canaveral AFS, Florida, USA",03/10/1962,Sigma 7 (MA-8),,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",09/10/1962,FTV 1134,,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok-2,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",17/10/1962,Cosmos 10,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"LC-12, Cape Canaveral AFS, Florida, USA",18/10/1962,Ranger 5,,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",20/10/1962,Cosmos 11,,,,,,
Kazakhstan,,,,RVSN USSR,,Molniya,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",24/10/1962,2MV-4 nâ Â­1 (Mars 1),,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",25/10/1962,1MS #2,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-D,,,"SLC-2W, Vandenberg AFB, California, USA",26/10/1962,STARAD,,,,,,
USA,,,,US Air Force,,Delta A,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",27/10/1962,Explorer 15,,,,,,
USA,,,,US Air Force,,Thor-DM21 Ablestar,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",31/10/1962,ANNA 1B,,,,,,
Kazakhstan,,,,RVSN USSR,,Molniya,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",01/11/1962,Mars 1,,,,,,
Kazakhstan,,,,RVSN USSR,,Molniya,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",04/11/1962,2MV-3 nâ Â­1 (Mars 2),,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",05/11/1962,FTV 1136,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3W, Vandenberg AFB, California, USA",11/11/1962,Samos 11,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-B,,,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",24/11/1962,FTV 1135,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-D,,,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",04/12/1962,FTV 1155,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-D,,,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",13/12/1962,Injun 3 & Others,,,,,,
USA,,,,US Air Force,,Delta B,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",13/12/1962,Relay 1,,,,,,
USA,,,,US Air Force,,Thor DM-21 Agena-D,,,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",14/12/1962,FTV 1156,,,,,,
USA,,,,NASA,,Scout X-3,,,"LA-3, Wallops Flight Facility, Virginia, USA",16/12/1962,Explorer 16 (S-55B),,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3E, Vandenberg AFB, California, USA",17/12/1962,Midas 6,,,,,,
USA,,,,US Air Force,,Scout X-3,,,"SLC-5, Vandenberg AFB, California, USA",19/12/1962,Transit-5A 1,,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok-2,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",22/12/1962,Cosmos 12,,,,,,
Kazakhstan,,,,RVSN USSR,,Molniya,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",04/01/1963,E-6 nâ Â­1 (Luna 4),,,,,,
Kazakhstan,,,,RVSN USSR,,Molniya,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",03/02/1963,E-6 nâ Â­2 (Luna 4),,,,,,
USA,,,,US Air Force,,Scout X-3M,,,"SLC-5, Vandenberg AFB, California, USA",19/02/1963,DSAP-1 F3 (Program 35),,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok-2,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",21/03/1963,Cosmos 13,,,,,,
Kazakhstan,,,,RVSN USSR,,Molniya,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",02/04/1963,Luna 4,,,,,,
USA,,,,US Air Force,,Scout X-3,,,"SLC-5, Vandenberg AFB, California, USA",05/04/1963,Transit-5A 2,,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",06/04/1963,DS-P1 #2,,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",13/04/1963,Cosmos 14,,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok-2,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",22/04/1963,Cosmos 15,,,,,,
USA,,,,US Air Force,,Scout X-2M,,,"SLC-5, Vandenberg AFB, California, USA",26/04/1963,DSAP-1 F4 (Program 35),,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok-2,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",28/04/1963,Cosmos 16,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3E, Vandenberg AFB, California, USA",09/05/1963,Midas 7,,,,,,
USA,,,,NASA,,Atlas-D Mercury,,,"LC-14, Cape Canaveral AFS, Florida, USA",15/05/1963,Faith 7 (MA-9),,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",22/05/1963,Cosmos 17,,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok-2,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",24/05/1963,Cosmos 18,,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",01/06/1963,DS-MT #1,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3E, Vandenberg AFB, California, USA",12/06/1963,Midas 8,,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",14/06/1963,Vostok 5,,,,,,
USA,,,,US Air Force,,Scout X-3,,,"SLC-5, Vandenberg AFB, California, USA",16/06/1963,Transit-5A 3,,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",16/06/1963,Vostok 6,,,,,,
USA,,,,US Air Force,,Scout X-4,,,"SLC-5, Vandenberg AFB, California, USA",28/06/1963,CRL-1 (GRS),,,,,,
Kazakhstan,,,,RVSN USSR,,Vostok-2,,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10/07/1963,Zenit-2 nâ Â­12,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-D,,,"SLC-4W, Vandenberg AFB, California, USA",12/07/1963,KH-7 Gambit 4001,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-B,,,"SLC-3E, Vandenberg AFB, California, USA",19/07/1963,Midas 9,,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",06/08/1963,Cosmos 19,,,,,,
Russia,,,,RVSN USSR,,Cosmos-2I (63S1),,,"Mayak-2, Kapustin Yar, Russia",22/08/1963,DS-A1 #3,,,,,,
USA,,,,General Dynamics,,Atlas-LV3 Agena-D,,,"SLC-4W, Vandenberg AFB, California, USA",06/09/1963,KH-7 Gambit 4002,,,,,,
USA,,,,US Air Force,,Scout X-2B,,,"SLC-5, Vandenberg AFB, California, USA",27/09/1963,DSAP-1 F5 (Program 35),,,,,,
